# Generated by scripts/gen_width_data.py from UCD 15.1.0. Do not edit.
1F191	1F19A	W
1F19B	1F1AC	A
1F200	1F202	W
1F210	1F23B	W
1F240	1F248	W
1F250	1F251	W
1F260	1F265	W
1F300	1F320	W
1F32D	1F335	W
1F337	1F37C	W
1F37E	1F393	W
1F3A0	1F3CA	W
1F3CF	1F3D3	W
1F3E0	1F3F0	W
1F3F4	1F3F4	W
1F3F8	1F43E	W
1F440	1F440	W
1F442	1F4FC	W
1F4FF	1F53D	W
1F54B	1F54E	W
1F550	1F567	W
1F57A	1F57A	W
1F595	1F596	W
1F5A4	1F5A4	W
1F5FB	1F64F	W
1F680	1F6C5	W
1F6CC	1F6CC	W
1F6D0	1F6D2	W
1F6D5	1F6D7	W
1F6DC	1F6DF	W
1F6EB	1F6EC	W
1F6F4	1F6FC	W
1F7E0	1F7EB	W
1F7F0	1F7F0	W
1F90C	1F93A	W
1F93C	1F945	W
1F947	1F9FF	W
1FA70	1FA7C	W
1FA80	1FA88	W
1FA90	1FABD	W
1FABF	1FAC5	W
1FACE	1FADB	W
1FAE0	1FAE8	W
1FAF0	1FAF8	W
20000	2FFFD	W
30000	3FFFD	W
E0000	E0FFF	Z
F0000	FFFFD	A
100000	10FFFD	A
